GraphSage	0.9938	0.9938	0.9936	0.9940	2020-01-02_20_app_url_app_f10.9938
GraphSage	0.9940	0.9940	0.9948	0.9932	2020-01-02_20_app_permission_app_f10.9940
GraphSage	0.9944	0.9944	0.9960	0.9928	2020-01-02_20_app_tpl_app_f10.9944
GraphSage	0.9928	0.9928	0.9904	0.9952	2020-01-02_20_app_component_app_f10.9928
GraphSage	0.9928	0.9928	0.9904	0.9952	2020-01-02_20_app_component_app_f10.9928
HANSage	0.9940	0.9940	0.9940	0.9940	2020-01-02_20_app_han_app_f10.9940
HANSage	0.9956	0.9956	0.9976	0.9936	2020-01-02_20_app_han_app_f10.9956
